r1,r2,rl
0.23281,0.11765,0.23281
0.57554,0.35036,0.51798
0.33333,0.22727,0.32432
0.41429,0.23188,0.38571
0.43182,0.22989,0.43182
0.192,0.0813,0.192
0.42262,0.20958,0.36905
0.35669,0.23226,0.293
0.31579,0.20119,0.30409
0.35088,0.20118,0.31579
0.42202,0.18519,0.3578
0.43,0.22222,0.36
0.34659,0.17714,0.31818
0.26,0.06122,0.26
0.35897,0.13913,0.34188
0.6506,0.48781,0.61446
0.34965,0.14184,0.27972
0.4151,0.24204,0.37736
0.33577,0.14815,0.30657
0.50932,0.32704,0.48447
0.44102,0.21762,0.38974
0.625,0.51899,0.625
0.41727,0.26278,0.40288
0.24243,0.06154,0.21212
0.27351,0.10435,0.23931
0.41026,0.20779,0.38462
0.33929,0.18018,0.3125
0.41667,0.2067,0.34445
0.32624,0.17266,0.31205
0.45188,0.1941,0.35983
0.40269,0.2449,0.36241
0.34483,0.16783,0.28966
0.45878,0.25993,0.44444
0.2388,0.12121,0.22388
0.29032,0.16393,0.2742
0.55172,0.35088,0.51724
0.36364,0.15603,0.32168
0.40789,0.25333,0.36842
0.38824,0.20238,0.35294
0.30555,0.08451,0.27778
0.34043,0.12949,0.32624
0.29851,0.15151,0.29851
0.28099,0.13446,0.26446
0.34074,0.10527,0.32592
0.20809,0.05848,0.20809
0.39766,0.23669,0.37427
0.43972,0.25899,0.39717
0.40759,0.17225,0.35071
0.46927,0.29378,0.39106
0.24806,0.09448,0.23256
0.37113,0.26042,0.36082
0.37838,0.20909,0.35135
0.47541,0.2,0.45902
0.40845,0.27143,0.40845
0.36363,0.13333,0.28571
0.30303,0.13266,0.28283
0.20472,0.08,0.18898
0.34483,0.13986,0.30345
0.47329,0.29457,0.35114
0.33071,0.096,0.25197
0.34783,0.16176,0.28986
0.24348,0.0708,0.20869
0.36158,0.11429,0.30508
0.26169,0.07619,0.24299
0.29412,0.09322,0.26891
0.27473,0.08889,0.25275
0.47953,0.28402,0.45614
0.46632,0.26178,0.44559
0.46376,0.25,0.37681
0.1875,0.10638,0.1875
0.23438,0.09524,0.20313
0.10937,0.04762,0.10937
0.32813,0.11112,0.28125
0.30189,0.07643,0.22642
0.42529,0.22093,0.3908
0.3625,0.18988,0.2875
0.30588,0.15476,0.25883
0.53503,0.32258,0.52229
0.49655,0.25175,0.42759
0.4586,0.29677,0.40764
0.51429,0.33333,0.5
0.37647,0.25,0.34118
0.36364,0.24074,0.34545
0.32075,0.13462,0.32075
0.23077,0.04687,0.23077
0.304,0.14634,0.256
0.29753,0.11765,0.21487
0.26549,0.09009,0.23009
0.38462,0.23684,0.38462
0.33566,0.15603,0.2937
0.34524,0.16868,0.30952
0.68831,0.56579,0.66234
0.50769,0.375,0.46154
0.5493,0.34286,0.52113
0.37894,0.15053,0.25263
0.54456,0.31,0.48515
0.60715,0.47273,0.58929
0.37419,0.22222,0.32258
0.24779,0.05405,0.19469
0.33987,0.15894,0.24837
0.37037,0.1625,0.34568
0.5,0.25333,0.47368
0.3,0.23729,0.28333
0.37584,0.12245,0.32215
0.46358,0.30872,0.45033
0.22857,0.07246,0.2
0.38961,0.1579,0.33766
0.44737,0.34666,0.42105
0.22026,0.08889,0.22026
0.17461,0.04839,0.14285
0.33334,0.24325,0.32
0.55782,0.34482,0.48979
0.44303,0.19231,0.37975
0.59155,0.36019,0.55399
0.62774,0.45926,0.58394
0.43537,0.1931,0.39455
0.20513,0.05217,0.17094
0.30508,0.12572,0.27119
0.29834,0.08938,0.26519
0.23158,0.12903,0.23158
0.39735,0.21476,0.37086
0.43478,0.17647,0.37681
0.30769,0.10435,0.23932
0.16667,0.06316,0.13542
0.49351,0.35526,0.49351
0.49333,0.22973,0.45333
0.36923,0.25,0.33846
0.42647,0.22388,0.41177
0.30332,0.17225,0.29384
0.33333,0.13235,0.26087
0.32,0.18182,0.30001
0.41026,0.25974,0.39743
0.44444,0.2649,0.40523
0.26866,0.1005,0.24876
0.28125,0.11024,0.25
0.26373,0.06742,0.21978
0.33333,0.15493,0.30555
0.40994,0.1761,0.34782
0.37624,0.25,0.29703
0.1875,0.06329,0.175
0.35037,0.19259,0.32117
0.36024,0.22641,0.36024
0.41509,0.24204,0.37736
0.36975,0.15384,0.35294
0.38889,0.11428,0.25
0.34254,0.1676,0.32044
0.54545,0.27889,0.49012
0.08334,0.02857,0.08334
0.44755,0.22695,0.40559
0.41341,0.28248,0.40223
0.34108,0.18897,0.32558
0.40367,0.19815,0.34404
0.37575,0.18405,0.30303
0.23009,0.07207,0.21239
0.17054,0.07874,0.15504
0.37374,0.21428,0.34344
0.25758,0.09231,0.18182
0.34546,0.17431,0.3
0.28369,0.10072,0.25532
0.54546,0.30263,0.5065
0.48,0.29268,0.432
0.46602,0.23762,0.40777
0.30952,0.10843,0.29762
0.38462,0.25974,0.32051
0.20548,0.04167,0.16438
